0 -0.015 
0.000195138 0.015 
0.000216193 0.045 
0.000237768 0.075 
0.000260338 0.105 
0.000284624 0.135 
0.000311036 0.165 
0.000339738 0.195 
0.000370788 0.225 
0.000404231 0.255 
0.00044015 0.285 
0.000478682 0.315 
0.000519996 0.345 
0.000564275 0.375 
0.0006117 0.405 
0.000662442 0.435 
0.000716675 0.465 
0.000774572 0.495 
0.000836316 0.525 
0.000902092 0.555 
0.000972094 0.585 
0.00104652 0.615 
0.00112556 0.645 
0.00120943 0.675 
0.00129832 0.705 
0.00139243 0.735 
0.00149197 0.765 
0.00159714 0.795 
0.00170814 0.825 
0.00182518 0.855 
0.00194844 0.885 
0.00207814 0.915 
0.00221444 0.945 
0.00235755 0.975 
0.00250764 1.005 
0.00266488 1.035 
0.00282942 1.065 
0.00300144 1.095 
0.00318106 1.125 
0.00336842 1.155 
0.00356365 1.185 
0.00376684 1.215 
0.00397808 1.245 
0.00419745 1.275 
0.00442501 1.305 
0.0046608 1.335 
0.00490484 1.365 
0.00515712 1.395 
0.00541763 1.425 
0.00568632 1.455 
0.00596312 1.485 
0.00624795 1.515 
0.0065407 1.545 
0.00684122 1.575 
0.00714936 1.605 
0.00746491 1.635 
0.00778766 1.665 
0.00811737 1.695 
0.00845378 1.725 
0.00879657 1.755 
0.00914544 1.785 
0.00950002 1.815 
0.00985995 1.845 
0.0102248 1.875 
0.0105942 1.905 
0.0109676 1.935 
0.0113447 1.965 
0.0117248 1.995 
0.0121075 2.025 
0.0124922 2.055 
0.0128784 2.085 
0.0132655 2.115 
0.013653 2.145 
0.0140401 2.175 
0.0144263 2.205 
0.014811 2.235 
0.0151936 2.265 
0.0155733 2.295 
0.0159496 2.325 
0.0163218 2.355 
0.0166893 2.385 
0.0170515 2.415 
0.0174076 2.445 
0.0177571 2.475 
0.0180994 2.505 
0.0184339 2.535 
0.01876 2.565 
0.019077 2.595 
0.0193846 2.625 
0.0196821 2.655 
0.019969 2.685 
0.0202449 2.715 
0.0205094 2.745 
0.020762 2.775 
0.0210023 2.805 
0.02123 2.835 
0.0214448 2.865 
0.0216464 2.895 
0.0218345 2.925 
0.022009 2.955 
0.0221697 2.985 
0.0223164 3.015 
0.0224491 3.045 
0.0225678 3.075 
0.0226725 3.105 
0.0227631 3.135 
0.0228397 3.165 
0.0229026 3.195 
0.0229518 3.225 
0.0229875 3.255 
0.02301 3.285 
0.0230195 3.315 
0.0230163 3.345 
0.0230008 3.375 
0.0229734 3.405 
0.0229344 3.435 
0.0228843 3.465 
0.0228234 3.495 
0.0227524 3.525 
0.0226717 3.555 
0.0225818 3.585 
0.0224832 3.615 
0.0223765 3.645 
0.0222623 3.675 
0.0221412 3.705 
0.0220137 3.735 
0.0218804 3.765 
0.0217419 3.795 
0.0215988 3.825 
0.0214517 3.855 
0.0213013 3.885 
0.0211481 3.915 
0.0209926 3.945 
0.0208355 3.975 
0.0206774 4.005 
0.0205187 4.035 
0.02036 4.065 
0.020202 4.095 
0.0200449 4.125 
0.0198895 4.155 
0.019736 4.185 
0.0195851 4.215 
0.0194371 4.245 
0.0192924 4.275 
0.0191515 4.305 
0.0190146 4.335 
0.0188822 4.365 
0.0187546 4.395 
0.018632 4.425 
0.0185148 4.455 
0.0184032 4.485 
0.0182974 4.515 
0.0181977 4.545 
0.0181042 4.575 
0.0180171 4.605 
0.0179365 4.635 
0.0178625 4.665 
0.0177954 4.695 
0.017735 4.725 
0.0176815 4.755 
0.017635 4.785 
0.0175955 4.815 
0.0175629 4.845 
0.0175373 4.875 
0.0175186 4.905 
0.0175069 4.935 
0.0175021 4.965 
0.0175041 4.995 
0.0175128 5.025 
0.0175282 5.055 
0.0175502 5.085 
0.0175787 5.115 
0.0176136 5.145 
0.0176548 5.175 
0.0177022 5.205 
0.0177556 5.235 
0.017815 5.265 
0.0178802 5.295 
0.0179511 5.325 
0.0180275 5.355 
0.0181094 5.385 
0.0181967 5.415 
0.0182891 5.445 
0.0183866 5.475 
0.018489 5.505 
0.0185962 5.535 
0.0187082 5.565 
0.0188247 5.595 
0.0189457 5.625 
0.019071 5.655 
0.0192006 5.685 
0.0193343 5.715 
0.0194721 5.745 
0.0196138 5.775 
0.0197593 5.805 
0.0199087 5.835 
0.0200616 5.865 
0.0202182 5.895 
0.0203784 5.925 
0.0205419 5.955 
0.0207089 5.985 
0.0208792 6.015 
0.0210528 6.045 
0.0212295 6.075 
0.0214095 6.105 
0.0215926 6.135 
0.0217787 6.165 
0.021968 6.195 
0.0221602 6.225 
0.0223555 6.255 
0.0225537 6.285 
